image_name,damage_type,location,severity,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0593.jpeg,dent,left_door,medium,0.081081,0.610825,0.162162,0.159794
0593.jpeg,dent,side_panel,low,0.583012,0.682990,0.138996,0.139175
0593.jpeg,dent,front_bumper,low,0.496139,0.757732,0.104247,0.144330
0593.jpeg,dent,left_door,low,0.214286,0.257732,0.142857,0.164948
0593.jpeg,dent,front_bumper,low,0.461390,0.832474,0.212355,0.097938
0593.jpeg,dent,right_door,low,0.922780,0.726804,0.077220,0.113402
0595.jpeg,crack,rear_bumper,medium,0.092664,0.085052,0.185328,0.170103
0595.jpeg,dent,front_bumper,medium,0.938224,0.896907,0.115830,0.195876
0595.jpeg,paint_damage,right_door,medium,0.949807,0.201031,0.092664,0.092784
0595.jpeg,dent,side_panel,low,0.048263,0.938144,0.096525,0.113402
0598.jpeg,dent,front_bumper,medium,0.500000,0.744845,0.266409,0.231959
0599.jpeg,paint_damage,rear_bumper,medium,0.090301,0.116071,0.180602,0.232143
0599.jpeg,crack,front_bumper,medium,0.416388,0.898810,0.672241,0.190476
0599.jpeg,dent,right_door,low,0.903010,0.845238,0.053512,0.130952
0599.jpeg,dent,side_panel,low,0.968227,0.086310,0.050167,0.125000
0599.jpeg,dent,right_door,low,0.939799,0.532738,0.053512,0.101190
0599.jpeg,dent,left_door,low,0.090301,0.354167,0.180602,0.148810
0602.jpeg,dent,front_bumper,low,0.240964,0.955446,0.080321,0.079208
0604.jpeg,crack,side_panel,medium,0.509653,0.559278,0.223938,0.221649
0604.jpeg,dent,side_panel,low,0.347490,0.425258,0.084942,0.087629
0605.jpeg,crack,front_bumper,medium,0.786496,0.888587,0.419708,0.211957
0605.jpeg,crack,other_location,medium,0.498175,0.361413,0.996350,0.722826
0606.jpeg,crack,roof,medium,0.721818,0.122951,0.112727,0.245902
0606.jpeg,crack,right_door,low,0.920000,0.308743,0.152727,0.081967
0606.jpeg,dent,side_panel,low,0.952727,0.057377,0.087273,0.092896
0608.jpeg,dent,side_panel,low,0.946281,0.951923,0.090909,0.086538
0608.jpeg,paint_damage,right_door,low,0.952479,0.574519,0.086777,0.081731
0609.jpeg,crack,rear_bumper,medium,0.156371,0.154639,0.312741,0.309278
0609.jpeg,crack,right_door,medium,0.947876,0.847938,0.096525,0.170103
0609.jpeg,crack,left_door,medium,0.055985,0.118557,0.111969,0.237113
0610.jpeg,dent,left_door,medium,0.168896,0.711310,0.337793,0.565476
0610.jpeg,dent,left_door,low,0.120401,0.413690,0.220736,0.196429
0610.jpeg,dent,side_panel,low,0.347826,0.458333,0.093645,0.107143
0610.jpeg,dent,hood,low,0.546823,0.324405,0.056856,0.113095
0610.jpeg,dent,side_panel,low,0.484950,0.404762,0.073579,0.119048
0610.jpeg,dent,left_door,low,0.279264,0.461310,0.070234,0.101190
0611.jpeg,dent,front_bumper,low,0.725869,0.956186,0.077220,0.077320
0611.jpeg,crack,left_door,low,0.138996,0.742268,0.185328,0.113402
0612.jpeg,paint_damage,front_bumper,medium,0.884170,0.945876,0.223938,0.097938
0614.jpeg,paint_damage,front_bumper,low,0.255556,0.937778,0.084444,0.115556
0614.jpeg,dent,front_bumper,low,0.286667,0.775556,0.102222,0.093333
0615.jpeg,dent,front_bumper,low,0.083929,0.883333,0.082143,0.133333
0615.jpeg,paint_damage,front_bumper,medium,0.421429,0.744444,0.071429,0.144444
0616.jpeg,dent,left_door,low,0.124542,0.527174,0.058608,0.086957
0617.jpeg,crack,front_bumper,high,0.498182,0.765027,0.996364,0.459016
0617.jpeg,paint_damage,front_bumper,medium,0.674545,0.762295,0.367273,0.344262
0617.jpeg,dent,left_door,medium,0.127273,0.226776,0.254545,0.245902
0617.jpeg,crack,front_bumper,high,0.263636,0.808743,0.527273,0.262295
0617.jpeg,dent,right_door,low,0.841818,0.478142,0.069091,0.092896
0619.jpeg,dent,front_bumper,low,0.383895,0.944444,0.138577,0.100529
0619.jpeg,dent,front_bumper,medium,0.749064,0.915344,0.164794,0.158730
0619.jpeg,dent,left_door,low,0.078652,0.857143,0.142322,0.116402
0621.jpeg,dent,front_bumper,low,0.180212,0.853933,0.162544,0.213483
0621.jpeg,dent,left_door,low,0.047703,0.778090,0.095406,0.095506
0623.jpeg,dent,front_bumper,low,0.849421,0.956186,0.084942,0.077320
0623.jpeg,dent,rear_bumper,medium,0.498069,0.077320,0.996139,0.154639
0623.jpeg,dent,front_bumper,low,0.673745,0.922680,0.096525,0.144330
0624.jpeg,crack,rear_bumper,high,0.497778,0.111111,0.995556,0.222222
0625.jpeg,crack,front_bumper,high,0.436255,0.860697,0.872510,0.268657
0625.jpeg,crack,front_bumper,medium,0.679283,0.803483,0.418327,0.243781
0625.jpeg,broken_part,right_door,high,0.758964,0.323383,0.370518,0.407960
0625.jpeg,dent,roof,low,0.539841,0.176617,0.187251,0.134328
0625.jpeg,dent,side_panel,medium,0.444223,0.567164,0.282869,0.298507
0625.jpeg,dent,left_door,low,0.181275,0.437811,0.099602,0.149254
0625.jpeg,dent,left_door,low,0.087649,0.676617,0.119522,0.119403
0625.jpeg,dent,left_door,low,0.183267,0.703980,0.087649,0.124378
0626.jpeg,dent,right_door,low,0.955598,0.737113,0.081081,0.082474
0626.jpeg,dent,left_door,low,0.135135,0.750000,0.185328,0.149485
0629.jpeg,dent,front_bumper,medium,0.916988,0.909794,0.158301,0.170103
0629.jpeg,crack,front_bumper,medium,0.472973,0.907216,0.096525,0.113402
0629.jpeg,dent,right_door,medium,0.940154,0.750000,0.111969,0.201031
0629.jpeg,broken_part,right_door,low,0.878378,0.768041,0.096525,0.082474
0630.jpeg,crack,hood,high,0.498069,0.283505,0.996139,0.567010
0630.jpeg,crack,side_panel,high,0.436293,0.600515,0.872587,0.592784
0630.jpeg,dent,right_door,low,0.837838,0.445876,0.108108,0.262887
0630.jpeg,crack,right_door,low,0.924710,0.500000,0.142857,0.082474
0630.jpeg,dent,right_door,low,0.895753,0.721649,0.077220,0.123711
0631.jpeg,paint_damage,front_bumper,medium,0.117100,0.954545,0.211896,0.080214
0631.jpeg,crack,right_door,medium,0.960967,0.411765,0.070632,0.128342
0631.jpeg,paint_damage,left_door,low,0.085502,0.879679,0.141264,0.080214
0631.jpeg,dent,front_bumper,low,0.815985,0.906417,0.107807,0.080214
0634.jpeg,dent,rear_bumper,medium,0.065637,0.100515,0.084942,0.201031
0634.jpeg,dent,front_bumper,low,0.125483,0.932990,0.104247,0.123711
0634.jpeg,dent,side_panel,low,0.621622,0.543814,0.069498,0.097938
0634.jpeg,dent,side_panel,low,0.509653,0.422680,0.069498,0.082474
0636.jpeg,crack,front_bumper,high,0.664444,0.757778,0.662222,0.333333
0636.jpeg,crack,left_door,high,0.111111,0.668889,0.222222,0.457778
0636.jpeg,paint_damage,other_location,high,0.497778,0.442222,0.995556,0.733333
0636.jpeg,paint_damage,roof,high,0.331111,0.168889,0.662222,0.337778
0636.jpeg,paint_damage,front_bumper,low,0.324444,0.802222,0.124444,0.066667
0636.jpeg,crack,front_bumper,medium,0.691111,0.886667,0.608889,0.146667
0637.jpeg,dent,front_bumper,medium,0.205000,0.869048,0.403333,0.250000
0637.jpeg,dent,left_door,low,0.033333,0.720238,0.066667,0.130952
0638.jpeg,crack,hood,high,0.498069,0.322165,0.996139,0.644330
0638.jpeg,crack,front_bumper,medium,0.805019,0.881443,0.382239,0.226804
0638.jpeg,crack,front_bumper,medium,0.335907,0.706186,0.671815,0.577320
0638.jpeg,paint_damage,front_bumper,low,0.617761,0.798969,0.084942,0.082474
0638.jpeg,dent,side_panel,low,0.480695,0.646907,0.142857,0.118557
0639.jpeg,crack,front_bumper,low,0.167273,0.937158,0.152727,0.114754
0639.jpeg,dent,front_bumper,low,0.478182,0.928962,0.098182,0.131148
0639.jpeg,broken_part,left_door,medium,0.225455,0.724044,0.283636,0.475410
0639.jpeg,dent,front_bumper,medium,0.563636,0.814208,0.363636,0.262295
0640.jpeg,crack,front_bumper,high,0.593333,0.822222,0.804444,0.346667
0640.jpeg,crack,roof,medium,0.497778,0.215556,0.995556,0.075556
0640.jpeg,dent,hood,medium,0.562222,0.397778,0.866667,0.146667
0641.jpeg,dent,left_door,low,0.284615,0.713918,0.138462,0.170103
0645.jpeg,broken_part,rear_bumper,medium,0.102317,0.134021,0.204633,0.226804
0646.jpeg,crack,other_location,high,0.281853,0.497423,0.563707,0.994845
0646.jpeg,paint_damage,hood,high,0.658301,0.342784,0.498069,0.685567
0646.jpeg,dent,right_door,medium,0.872587,0.515464,0.247104,0.247423
0646.jpeg,dent,front_bumper,medium,0.640927,0.726804,0.332046,0.536082
0648.jpeg,broken_part,front_bumper,medium,0.886646,0.945513,0.220497,0.096154
0649.jpeg,crack,hood,medium,0.362928,0.347134,0.345794,0.261146
0651.jpeg,crack,side_panel,medium,0.036680,0.951031,0.073359,0.087629
0651.jpeg,crack,front_bumper,medium,0.090734,0.858247,0.181467,0.201031
0652.jpeg,crack,rear_bumper,medium,0.069498,0.038660,0.108108,0.077320
0652.jpeg,broken_part,rear_bumper,medium,0.449807,0.061856,0.088803,0.123711
0652.jpeg,broken_part,front_bumper,medium,0.102317,0.899485,0.204633,0.190722
0652.jpeg,broken_part,side_panel,medium,0.395753,0.701031,0.235521,0.443299
0652.jpeg,dent,rear_bumper,medium,0.196911,0.097938,0.138996,0.103093
0652.jpeg,crack,right_door,medium,0.965251,0.149485,0.061776,0.216495
0653.jpeg,dent,front_bumper,low,0.830116,0.917526,0.154440,0.154639
0653.jpeg,paint_damage,right_door,medium,0.955598,0.896907,0.081081,0.195876
0653.jpeg,broken_part,left_door,medium,0.054054,0.548969,0.108108,0.118557
0653.jpeg,paint_damage,left_door,medium,0.077220,0.365979,0.154440,0.298969
0653.jpeg,dent,right_door,low,0.913127,0.154639,0.119691,0.113402
0653.jpeg,dent,left_door,low,0.264479,0.507732,0.073359,0.077320
0654.jpeg,dent,side_panel,low,0.393822,0.533505,0.084942,0.128866
0654.jpeg,crack,side_panel,low,0.310811,0.701031,0.081081,0.082474
0654.jpeg,dent,side_panel,low,0.677606,0.701031,0.142857,0.103093
0655.jpeg,dent,front_bumper,medium,0.185328,0.932990,0.123552,0.123711
0655.jpeg,crack,front_bumper,high,0.530888,0.742268,0.467181,0.505155
0655.jpeg,crack,left_door,medium,0.038610,0.244845,0.077220,0.149485
0655.jpeg,dent,left_door,low,0.222008,0.298969,0.096525,0.103093
0656.jpeg,dent,rear_bumper,medium,0.892606,0.115169,0.207746,0.174157
0657.jpeg,crack,left_door,medium,0.036364,0.153005,0.072727,0.109290
0659.jpeg,broken_part,side_panel,medium,0.956186,0.065385,0.077320,0.084615
0659.jpeg,broken_part,front_bumper,medium,0.056701,0.932692,0.113402,0.126923
0659.jpeg,crack,hood,medium,0.497423,0.280769,0.994845,0.561538
0659.jpeg,crack,other_location,high,0.497423,0.688462,0.994845,0.569231
0659.jpeg,crack,side_panel,medium,0.394330,0.669231,0.170103,0.138462
0659.jpeg,dent,right_door,medium,0.765464,0.615385,0.242268,0.161538
0659.jpeg,crack,right_door,low,0.945876,0.913462,0.097938,0.088462
0660.jpeg,crack,hood,high,0.498077,0.255155,0.996154,0.510309
0660.jpeg,crack,front_bumper,high,0.503846,0.726804,0.984615,0.536082
0660.jpeg,dent,left_door,low,0.063462,0.752577,0.073077,0.144330
0660.jpeg,dent,left_door,low,0.057692,0.337629,0.084615,0.077320
0661.jpeg,dent,front_bumper,medium,0.853282,0.886598,0.285714,0.216495
0661.jpeg,dent,front_bumper,low,0.777992,0.858247,0.119691,0.159794
0661.jpeg,dent,right_door,low,0.955598,0.876289,0.081081,0.113402
0662.jpeg,dent,right_door,low,0.947876,0.680412,0.096525,0.123711
0663.jpeg,crack,front_bumper,low,0.503484,0.920000,0.261324,0.148571
0664.jpeg,dent,front_bumper,low,0.358333,0.919643,0.110000,0.101190
0665.jpeg,broken_part,front_bumper,medium,0.828185,0.917526,0.305019,0.154639
0665.jpeg,dent,front_bumper,low,0.249035,0.871134,0.181467,0.247423
0665.jpeg,crack,rear_bumper,medium,0.729730,0.134021,0.154440,0.082474
0665.jpeg,dent,front_bumper,medium,0.438224,0.773196,0.235521,0.350515
0665.jpeg,dent,left_door,low,0.117761,0.716495,0.166023,0.195876
0665.jpeg,dent,right_door,low,0.959459,0.239691,0.073359,0.479381
0666.jpeg,broken_part,rear_bumper,medium,0.868726,0.087629,0.254826,0.175258
0666.jpeg,paint_damage,left_door,high,0.158301,0.412371,0.316602,0.309278
0666.jpeg,crack,right_door,medium,0.822394,0.226804,0.347490,0.144330
0667.jpeg,crack,rear_bumper,medium,0.127273,0.049180,0.094545,0.098361
0667.jpeg,dent,side_panel,medium,0.447273,0.710383,0.101818,0.251366
0667.jpeg,crack,side_panel,low,0.669091,0.513661,0.058182,0.185792
0667.jpeg,dent,front_bumper,medium,0.145455,0.890710,0.181818,0.207650
0668.jpeg,crack,rear_bumper,medium,0.900000,0.051913,0.192727,0.103825
0668.jpeg,broken_part,front_bumper,high,0.498182,0.920765,0.996364,0.147541
0668.jpeg,crack,other_location,high,0.498182,0.653005,0.996364,0.639344
0668.jpeg,broken_part,roof,medium,0.536364,0.128415,0.483636,0.256831
0668.jpeg,paint_damage,front_bumper,medium,0.100000,0.874317,0.076364,0.120219
0670.jpeg,dent,right_door,low,0.949091,0.877049,0.094545,0.234973
0670.jpeg,dent,left_door,low,0.034545,0.516393,0.069091,0.081967
0672.jpeg,dent,front_bumper,low,0.498361,0.748485,0.072131,0.151515
0673.jpeg,dent,front_bumper,low,0.286232,0.865385,0.072464,0.093407
0676.jpeg,crack,front_bumper,medium,0.501908,0.877604,0.438931,0.234375
0676.jpeg,dent,side_panel,low,0.041985,0.942708,0.083969,0.104167
0676.jpeg,paint_damage,front_bumper,low,0.257634,0.940104,0.171756,0.109375
0676.jpeg,dent,front_bumper,low,0.454198,0.955729,0.083969,0.078125
0677.jpeg,dent,left_door,low,0.200730,0.779891,0.072993,0.092391
0678.jpeg,crack,front_bumper,medium,0.185328,0.945876,0.108108,0.097938
0679.jpeg,crack,rear_bumper,medium,0.814672,0.072165,0.154440,0.144330
0679.jpeg,dent,front_bumper,low,0.660232,0.896907,0.077220,0.123711
0679.jpeg,dent,left_door,low,0.239382,0.664948,0.100386,0.154639
0681.jpeg,dent,hood,low,0.358182,0.336066,0.105455,0.114754
0682.jpeg,crack,left_door,low,0.028958,0.154639,0.057915,0.278351
0684.jpeg,dent,right_door,low,0.961390,0.265464,0.069498,0.139175
0685.jpeg,dent,front_bumper,low,0.497423,0.731660,0.139175,0.104247
0686.jpeg,crack,front_bumper,medium,0.667308,0.760309,0.180769,0.324742
0686.jpeg,dent,right_door,low,0.721154,0.564433,0.096154,0.097938
0686.jpeg,dent,right_door,low,0.925000,0.682990,0.111538,0.097938
0687.jpeg,crack,front_bumper,medium,0.891892,0.945876,0.208494,0.097938
0687.jpeg,dent,left_door,low,0.154440,0.693299,0.308880,0.211340
0688.jpeg,crack,front_bumper,medium,0.410473,0.923529,0.226351,0.141176
0688.jpeg,dent,front_bumper,low,0.167230,0.926471,0.219595,0.135294
0689.jpeg,crack,other_location,high,0.498069,0.365979,0.996139,0.731959
0689.jpeg,dent,front_bumper,low,0.880309,0.878866,0.231660,0.231959
0689.jpeg,dent,side_panel,low,0.598456,0.590206,0.162162,0.149485
0689.jpeg,dent,front_bumper,low,0.428571,0.894330,0.285714,0.201031
0689.jpeg,dent,front_bumper,low,0.675676,0.878866,0.231660,0.231959
0689.jpeg,dent,front_bumper,medium,0.129344,0.847938,0.258687,0.293814
0689.jpeg,dent,right_door,low,0.747104,0.543814,0.088803,0.118557
0689.jpeg,dent,right_door,low,0.965251,0.567010,0.061776,0.113402
0689.jpeg,dent,front_bumper,low,0.513514,0.832474,0.092664,0.139175
0690.jpeg,dent,right_door,low,0.868726,0.677835,0.254826,0.180412
0692.jpeg,dent,rear_bumper,low,0.071429,0.061856,0.142857,0.123711
0692.jpeg,dent,front_bumper,medium,0.750965,0.878866,0.490347,0.231959
0692.jpeg,dent,right_door,low,0.895753,0.703608,0.092664,0.108247
0692.jpeg,crack,left_door,low,0.030888,0.445876,0.061776,0.097938
0692.jpeg,dent,right_door,low,0.835907,0.752577,0.065637,0.082474
0692.jpeg,crack,left_door,low,0.110039,0.829897,0.220077,0.082474
0693.jpeg,paint_damage,right_door,medium,0.955598,0.252577,0.081081,0.164948
0693.jpeg,broken_part,rear_bumper,medium,0.855212,0.092784,0.281853,0.185567
0693.jpeg,crack,rear_bumper,medium,0.611969,0.048969,0.081081,0.097938
0693.jpeg,dent,side_panel,medium,0.496139,0.672680,0.474903,0.427835
0693.jpeg,crack,left_door,medium,0.048263,0.742268,0.096525,0.123711
0693.jpeg,dent,left_door,low,0.196911,0.507732,0.146718,0.097938
0693.jpeg,dent,front_bumper,low,0.600386,0.768041,0.057915,0.082474
0693.jpeg,dent,right_door,low,0.967181,0.865979,0.057915,0.103093
0694.jpeg,crack,rear_bumper,medium,0.138182,0.043716,0.276364,0.087432
0694.jpeg,dent,left_door,medium,0.150909,0.213115,0.301818,0.360656
0694.jpeg,crack,left_door,medium,0.078182,0.680328,0.156364,0.442623
0694.jpeg,dent,left_door,medium,0.161818,0.439891,0.185455,0.180328
0696.jpeg,crack,front_bumper,medium,0.498016,0.952500,0.488095,0.085000
0699.jpeg,crack,right_door,medium,0.743243,0.713918,0.505792,0.314433
0699.jpeg,dent,front_bumper,low,0.140927,0.876289,0.220077,0.154639
0699.jpeg,crack,front_bumper,medium,0.370656,0.762887,0.308880,0.175258
0700.jpeg,crack,hood,high,0.498069,0.280928,0.996139,0.561856
0700.jpeg,crack,right_door,medium,0.918919,0.185567,0.154440,0.371134
0700.jpeg,dent,side_panel,medium,0.463320,0.510309,0.424710,0.577320
0700.jpeg,dent,right_door,low,0.696911,0.631443,0.158301,0.242268
0700.jpeg,crack,front_bumper,high,0.498069,0.765464,0.996139,0.180412
0703.jpeg,crack,left_door,medium,0.073333,0.788690,0.146667,0.410714
0703.jpeg,dent,roof,medium,0.633333,0.116071,0.313333,0.232143
0703.jpeg,dent,front_bumper,low,0.853333,0.901786,0.286667,0.148810
0703.jpeg,dent,right_door,low,0.905000,0.172619,0.123333,0.297619
0703.jpeg,dent,roof,low,0.781667,0.127976,0.123333,0.220238
0705.jpeg,crack,right_door,medium,0.918919,0.389175,0.154440,0.407216
0705.jpeg,dent,right_door,low,0.783784,0.384021,0.108108,0.097938
0707.jpeg,broken_part,front_bumper,medium,0.167954,0.868557,0.335907,0.252577
0707.jpeg,dent,right_door,low,0.932432,0.806701,0.127413,0.108247
0709.jpeg,crack,right_door,medium,0.891892,0.193299,0.208494,0.386598
0709.jpeg,paint_damage,left_door,medium,0.104247,0.164948,0.208494,0.329897
0709.jpeg,broken_part,side_panel,high,0.312741,0.631443,0.625483,0.726804
0709.jpeg,crack,rear_bumper,medium,0.729730,0.082474,0.092664,0.164948
0709.jpeg,dent,front_bumper,medium,0.857143,0.847938,0.277992,0.293814
0709.jpeg,dent,side_panel,medium,0.660232,0.567010,0.486486,0.711340
0709.jpeg,dent,roof,low,0.229730,0.203608,0.088803,0.097938
0709.jpeg,dent,roof,low,0.386100,0.162371,0.123552,0.170103
0709.jpeg,dent,side_panel,low,0.457529,0.536082,0.096525,0.113402
0710.jpeg,dent,right_door,low,0.862876,0.547619,0.107023,0.166667
0711.jpeg,paint_damage,right_door,medium,0.893116,0.751366,0.206522,0.366120
0711.jpeg,crack,right_door,low,0.768116,0.639344,0.086957,0.185792
0711.jpeg,crack,right_door,medium,0.894928,0.336066,0.202899,0.606557
0711.jpeg,paint_damage,front_bumper,low,0.585145,0.844262,0.235507,0.169399
0711.jpeg,crack,front_bumper,medium,0.498188,0.857923,0.996377,0.273224
0711.jpeg,crack,side_panel,low,0.326087,0.704918,0.108696,0.109290
0711.jpeg,dent,front_bumper,low,0.699275,0.770492,0.108696,0.109290
0711.jpeg,dent,right_door,low,0.943841,0.918033,0.105072,0.098361
0712.jpeg,crack,rear_bumper,medium,0.932432,0.079897,0.127413,0.159794
0712.jpeg,dent,front_bumper,medium,0.353282,0.904639,0.258687,0.180412
0712.jpeg,broken_part,front_bumper,medium,0.602317,0.948454,0.293436,0.092784
0712.jpeg,broken_part,left_door,medium,0.096525,0.618557,0.193050,0.381443
0713.jpeg,crack,front_bumper,medium,0.276364,0.786885,0.247273,0.415301
0713.jpeg,crack,left_door,medium,0.145455,0.792350,0.290909,0.404372
0713.jpeg,crack,right_door,medium,0.909091,0.327869,0.174545,0.655738
0713.jpeg,crack,left_door,medium,0.267273,0.581967,0.069091,0.092896
0713.jpeg,crack,left_door,medium,0.045455,0.297814,0.090909,0.234973
0715.jpeg,dent,front_bumper,medium,0.158301,0.863402,0.316602,0.262887
0716.jpeg,crack,left_door,medium,0.193333,0.577381,0.386667,0.380952
0719.jpeg,paint_damage,right_door,medium,0.934426,0.670909,0.120219,0.120000
0719.jpeg,crack,hood,medium,0.497268,0.316364,0.994536,0.254545
0719.jpeg,crack,rear_bumper,medium,0.497268,0.081818,0.994536,0.163636
0719.jpeg,paint_damage,front_bumper,medium,0.896175,0.934545,0.196721,0.123636
0719.jpeg,paint_damage,front_bumper,high,0.333333,0.830909,0.666667,0.330909
0719.jpeg,dent,windshield,medium,0.366120,0.234545,0.131148,0.098182
0720.jpeg,crack,right_door,high,0.743494,0.603723,0.237918,0.345745
0720.jpeg,dent,right_door,low,0.914498,0.813830,0.163569,0.255319
0720.jpeg,paint_damage,front_bumper,medium,0.624535,0.797872,0.118959,0.244681
0720.jpeg,dent,rear_bumper,low,0.174721,0.164894,0.089219,0.106383
0721.jpeg,crack,front_bumper,high,0.565385,0.871134,0.376923,0.247423
0721.jpeg,dent,front_bumper,low,0.825000,0.938144,0.073077,0.113402
0721.jpeg,crack,right_door,medium,0.940385,0.798969,0.111538,0.391753
0721.jpeg,dent,left_door,low,0.303846,0.384021,0.084615,0.097938
0722.jpeg,crack,rear_bumper,medium,0.138996,0.072165,0.169884,0.144330
0722.jpeg,dent,front_bumper,medium,0.326255,0.878866,0.220077,0.231959
0722.jpeg,crack,right_door,medium,0.911197,0.322165,0.169884,0.644330
0722.jpeg,dent,right_door,low,0.832046,0.664948,0.104247,0.175258
0722.jpeg,dent,left_door,low,0.075290,0.523196,0.088803,0.108247
0722.jpeg,dent,front_bumper,low,0.544402,0.796392,0.077220,0.097938
0723.jpeg,crack,front_bumper,medium,0.648699,0.922872,0.695167,0.143617
0725.jpeg,dent,front_bumper,low,0.198182,0.945355,0.098182,0.098361
0726.jpeg,dent,side_panel,low,0.052124,0.948454,0.104247,0.092784
0726.jpeg,crack,right_door,medium,0.772201,0.765464,0.223938,0.180412
0726.jpeg,crack,right_door,low,0.918919,0.762887,0.154440,0.103093
0727.jpeg,dent,front_bumper,medium,0.897683,0.889175,0.196911,0.211340
0727.jpeg,crack,front_bumper,medium,0.542471,0.778351,0.127413,0.288660
0727.jpeg,crack,front_bumper,low,0.125483,0.943299,0.166023,0.103093
0727.jpeg,crack,front_bumper,medium,0.621622,0.912371,0.185328,0.164948
0727.jpeg,dent,front_bumper,medium,0.806950,0.832474,0.254826,0.324742
0728.jpeg,dent,right_door,low,0.949807,0.180412,0.092664,0.092784
0729.jpeg,crack,rear_bumper,medium,0.100352,0.070621,0.200704,0.141243
0730.jpeg,dent,left_door,medium,0.109665,0.324468,0.092937,0.095745
0730.jpeg,broken_part,rear_bumper,medium,0.360595,0.098404,0.074349,0.090426
0730.jpeg,broken_part,left_door,medium,0.098513,0.148936,0.063197,0.085106
0730.jpeg,dent,rear_bumper,low,0.275093,0.154255,0.074349,0.095745
0730.jpeg,broken_part,rear_bumper,medium,0.184015,0.095745,0.063197,0.085106
0730.jpeg,dent,right_door,medium,0.888476,0.367021,0.215613,0.255319
0731.jpeg,crack,left_door,medium,0.051136,0.463351,0.102273,0.078534
0732.jpeg,crack,rear_bumper,medium,0.878182,0.051913,0.105455,0.103825
0735.jpeg,dent,side_panel,low,0.550388,0.382051,0.077519,0.097436
0737.jpeg,crack,rear_bumper,medium,0.914545,0.057377,0.163636,0.114754
0738.jpeg,broken_part,front_bumper,medium,0.512727,0.904372,0.247273,0.180328
0739.jpeg,dent,left_door,medium,0.172680,0.577220,0.345361,0.189189
0739.jpeg,dent,left_door,low,0.095361,0.660232,0.159794,0.084942
0739.jpeg,dent,front_bumper,low,0.224227,0.886100,0.149485,0.220077
0739.jpeg,dent,left_door,low,0.229381,0.754826,0.108247,0.111969
0739.jpeg,dent,left_door,low,0.056701,0.859073,0.113402,0.274131
0742.jpeg,dent,left_door,low,0.048263,0.623711,0.073359,0.103093
0743.jpeg,dent,left_door,medium,0.119691,0.791237,0.231660,0.335052
0744.jpeg,crack,left_door,medium,0.055556,0.804813,0.111111,0.379679
0746.jpeg,dent,roof,low,0.505455,0.125683,0.116364,0.120219
0746.jpeg,dent,left_door,medium,0.141818,0.366120,0.196364,0.240437
0746.jpeg,dent,left_door,low,0.252727,0.655738,0.090909,0.153005
0746.jpeg,dent,right_door,low,0.801818,0.489071,0.120000,0.169399
0747.jpeg,crack,other_location,high,0.678182,0.497268,0.636364,0.994536
0747.jpeg,dent,front_bumper,low,0.416364,0.808743,0.120000,0.120219
0747.jpeg,crack,roof,medium,0.550909,0.158470,0.200000,0.218579
0748.jpeg,dent,left_door,low,0.036680,0.270619,0.073359,0.108247
0749.jpeg,broken_part,rear_bumper,medium,0.196911,0.100515,0.393822,0.201031
0749.jpeg,dent,rear_bumper,low,0.440154,0.113402,0.115830,0.113402
0751.jpeg,broken_part,right_door,medium,0.953668,0.554124,0.084942,0.087629
0752.jpeg,paint_damage,rear_bumper,medium,0.114894,0.153488,0.229787,0.306977
0752.jpeg,crack,roof,medium,0.553191,0.111628,0.204255,0.223256
0752.jpeg,paint_damage,windshield,medium,0.285106,0.262791,0.110638,0.116279
0755.jpeg,crack,front_bumper,medium,0.102317,0.945876,0.204633,0.097938
0755.jpeg,crack,front_bumper,medium,0.345560,0.747423,0.150579,0.185567
0755.jpeg,crack,left_door,medium,0.225869,0.706186,0.158301,0.144330
0756.jpeg,dent,right_door,low,0.920849,0.698454,0.096525,0.077320
0759.jpeg,dent,right_door,low,0.965251,0.672680,0.061776,0.097938
0760.jpeg,crack,front_bumper,medium,0.872587,0.909794,0.115830,0.170103
0761.jpeg,crack,right_door,medium,0.936293,0.420103,0.088803,0.097938
0761.jpeg,dent,rear_bumper,low,0.092664,0.103093,0.138996,0.134021
0761.jpeg,dent,left_door,low,0.088803,0.231959,0.177606,0.195876
0761.jpeg,dent,front_bumper,low,0.222008,0.840206,0.142857,0.195876
0761.jpeg,dent,front_bumper,low,0.125483,0.907216,0.057915,0.123711
0763.jpeg,crack,front_bumper,medium,0.513333,0.900000,0.386667,0.191111
0763.jpeg,crack,other_location,high,0.573333,0.664444,0.844444,0.662222
0763.jpeg,dent,left_door,low,0.073333,0.708889,0.146667,0.084444
0763.jpeg,dent,right_door,low,0.733333,0.435556,0.115556,0.124444
0763.jpeg,dent,side_panel,low,0.624444,0.542222,0.075556,0.080000
0764.jpeg,crack,front_bumper,medium,0.262681,0.937158,0.148551,0.103825
0764.jpeg,dent,right_door,low,0.862319,0.584699,0.086957,0.185792
0766.jpeg,dent,left_door,medium,0.082278,0.603774,0.094937,0.251572
0767.jpeg,paint_damage,side_panel,medium,0.054545,0.948087,0.109091,0.092896
0767.jpeg,dent,front_bumper,low,0.936364,0.898907,0.120000,0.191257
0768.jpeg,crack,rear_bumper,medium,0.548729,0.067757,0.105932,0.135514
0768.jpeg,crack,roof,high,0.233051,0.123832,0.466102,0.247664
0768.jpeg,broken_part,rear_bumper,medium,0.872881,0.042056,0.110169,0.084112
