image_name,split,class_id,class_name,bbox_xc,bbox_yc,bbox_w,bbox_h,source
0533.JPEG,train,10,left_door,0.249035,0.404639,0.498069,0.809278,enhanced_detection
0533.JPEG,train,16,medium,0.249035,0.404639,0.498069,0.809278,enhanced_detection
0533.JPEG,train,2,crack,0.710425,0.798969,0.571429,0.381443,enhanced_detection
0533.JPEG,train,6,front_bumper,0.710425,0.798969,0.571429,0.381443,enhanced_detection
0533.JPEG,train,16,medium,0.710425,0.798969,0.571429,0.381443,enhanced_detection
0533.JPEG,train,2,crack,0.563707,0.945876,0.11583,0.097938,enhanced_detection
0533.JPEG,train,6,front_bumper,0.563707,0.945876,0.11583,0.097938,enhanced_detection
0533.JPEG,train,16,medium,0.563707,0.945876,0.11583,0.097938,enhanced_detection
0533.JPEG,train,0,dent,0.218147,0.755155,0.119691,0.128866,enhanced_detection
0533.JPEG,train,10,left_door,0.218147,0.755155,0.119691,0.128866,enhanced_detection
0533.JPEG,train,15,low,0.218147,0.755155,0.119691,0.128866,enhanced_detection
0533.JPEG,train,2,crack,0.409266,0.943299,0.177606,0.103093,enhanced_detection
0533.JPEG,train,6,front_bumper,0.409266,0.943299,0.177606,0.103093,enhanced_detection
0533.JPEG,train,16,medium,0.409266,0.943299,0.177606,0.103093,enhanced_detection
0533.JPEG,train,0,dent,0.899614,0.840206,0.19305,0.175258,enhanced_detection
0533.JPEG,train,11,right_door,0.899614,0.840206,0.19305,0.175258,enhanced_detection
0533.JPEG,train,15,low,0.899614,0.840206,0.19305,0.175258,enhanced_detection
0533.JPEG,train,0,dent,0.542471,0.278351,0.150579,0.226804,enhanced_detection
0533.JPEG,train,9,windshield,0.542471,0.278351,0.150579,0.226804,enhanced_detection
0533.JPEG,train,15,low,0.542471,0.278351,0.150579,0.226804,enhanced_detection
0533.JPEG,train,0,dent,0.675676,0.345361,0.108108,0.154639,enhanced_detection
0533.JPEG,train,8,hood,0.675676,0.345361,0.108108,0.154639,enhanced_detection
0533.JPEG,train,15,low,0.675676,0.345361,0.108108,0.154639,enhanced_detection
0533.JPEG,train,3,broken_part,0.505792,0.533505,0.455598,0.262887,enhanced_detection
0533.JPEG,train,13,side_panel,0.505792,0.533505,0.455598,0.262887,enhanced_detection
0533.JPEG,train,16,medium,0.505792,0.533505,0.455598,0.262887,enhanced_detection
0533.JPEG,train,0,dent,0.370656,0.628866,0.200772,0.257732,enhanced_detection
0533.JPEG,train,13,side_panel,0.370656,0.628866,0.200772,0.257732,enhanced_detection
0533.JPEG,train,16,medium,0.370656,0.628866,0.200772,0.257732,enhanced_detection
0533.JPEG,train,0,dent,0.581081,0.152062,0.096525,0.097938,enhanced_detection
0533.JPEG,train,7,rear_bumper,0.581081,0.152062,0.096525,0.097938,enhanced_detection
0533.JPEG,train,15,low,0.581081,0.152062,0.096525,0.097938,enhanced_detection
0534.JPEG,train,2,crack,0.866795,0.201031,0.258687,0.402062,enhanced_detection
0534.JPEG,train,11,right_door,0.866795,0.201031,0.258687,0.402062,enhanced_detection
0534.JPEG,train,16,medium,0.866795,0.201031,0.258687,0.402062,enhanced_detection
0534.JPEG,train,2,crack,0.362934,0.224227,0.725869,0.448454,enhanced_detection
0534.JPEG,train,9,windshield,0.362934,0.224227,0.725869,0.448454,enhanced_detection
0534.JPEG,train,17,high,0.362934,0.224227,0.725869,0.448454,enhanced_detection
0534.JPEG,train,2,crack,0.698842,0.654639,0.594595,0.680412,enhanced_detection
0534.JPEG,train,11,right_door,0.698842,0.654639,0.594595,0.680412,enhanced_detection
0534.JPEG,train,17,high,0.698842,0.654639,0.594595,0.680412,enhanced_detection
0534.JPEG,train,2,crack,0.254826,0.631443,0.23166,0.170103,enhanced_detection
0534.JPEG,train,10,left_door,0.254826,0.631443,0.23166,0.170103,enhanced_detection
0534.JPEG,train,16,medium,0.254826,0.631443,0.23166,0.170103,enhanced_detection
0534.JPEG,train,0,dent,0.096525,0.574742,0.19305,0.314433,enhanced_detection
0534.JPEG,train,10,left_door,0.096525,0.574742,0.19305,0.314433,enhanced_detection
0534.JPEG,train,16,medium,0.096525,0.574742,0.19305,0.314433,enhanced_detection
0534.JPEG,train,0,dent,0.133205,0.81701,0.266409,0.21134,enhanced_detection
0534.JPEG,train,6,front_bumper,0.133205,0.81701,0.266409,0.21134,enhanced_detection
0534.JPEG,train,16,medium,0.133205,0.81701,0.266409,0.21134,enhanced_detection
0534.JPEG,train,0,dent,0.426641,0.376289,0.266409,0.381443,enhanced_detection
0534.JPEG,train,13,side_panel,0.426641,0.376289,0.266409,0.381443,enhanced_detection
0534.JPEG,train,16,medium,0.426641,0.376289,0.266409,0.381443,enhanced_detection
0534.JPEG,train,0,dent,0.918919,0.693299,0.15444,0.139175,enhanced_detection
0534.JPEG,train,11,right_door,0.918919,0.693299,0.15444,0.139175,enhanced_detection
0534.JPEG,train,15,low,0.918919,0.693299,0.15444,0.139175,enhanced_detection
0534.JPEG,train,0,dent,0.965251,0.760309,0.061776,0.07732,enhanced_detection
0534.JPEG,train,11,right_door,0.965251,0.760309,0.061776,0.07732,enhanced_detection
0534.JPEG,train,15,low,0.965251,0.760309,0.061776,0.07732,enhanced_detection
0535.JPEG,train,2,crack,0.755932,0.824561,0.128814,0.315789,enhanced_detection
0535.JPEG,train,6,front_bumper,0.755932,0.824561,0.128814,0.315789,enhanced_detection
0535.JPEG,train,16,medium,0.755932,0.824561,0.128814,0.315789,enhanced_detection
0536.JPEG,train,2,crack,0.18,0.937158,0.178182,0.114754,enhanced_detection
0536.JPEG,train,6,front_bumper,0.18,0.937158,0.178182,0.114754,enhanced_detection
0536.JPEG,train,16,medium,0.18,0.937158,0.178182,0.114754,enhanced_detection
0536.JPEG,train,0,dent,0.512727,0.163934,0.290909,0.327869,enhanced_detection
0536.JPEG,train,12,roof,0.512727,0.163934,0.290909,0.327869,enhanced_detection
0536.JPEG,train,16,medium,0.512727,0.163934,0.290909,0.327869,enhanced_detection
0536.JPEG,train,0,dent,0.592727,0.584699,0.24,0.20765,enhanced_detection
0536.JPEG,train,13,side_panel,0.592727,0.584699,0.24,0.20765,enhanced_detection
0536.JPEG,train,15,low,0.592727,0.584699,0.24,0.20765,enhanced_detection
0536.JPEG,train,0,dent,0.123636,0.418033,0.101818,0.15847,enhanced_detection
0536.JPEG,train,10,left_door,0.123636,0.418033,0.101818,0.15847,enhanced_detection
0536.JPEG,train,15,low,0.123636,0.418033,0.101818,0.15847,enhanced_detection
0536.JPEG,train,0,dent,0.134545,0.653005,0.269091,0.224044,enhanced_detection
0536.JPEG,train,10,left_door,0.134545,0.653005,0.269091,0.224044,enhanced_detection
0536.JPEG,train,15,low,0.134545,0.653005,0.269091,0.224044,enhanced_detection
0536.JPEG,train,0,dent,0.190909,0.169399,0.149091,0.218579,enhanced_detection
0536.JPEG,train,12,roof,0.190909,0.169399,0.149091,0.218579,enhanced_detection
0536.JPEG,train,15,low,0.190909,0.169399,0.149091,0.218579,enhanced_detection
0536.JPEG,train,0,dent,0.036364,0.379781,0.072727,0.114754,enhanced_detection
0536.JPEG,train,10,left_door,0.036364,0.379781,0.072727,0.114754,enhanced_detection
0536.JPEG,train,15,low,0.036364,0.379781,0.072727,0.114754,enhanced_detection
0536.JPEG,train,0,dent,0.807273,0.278689,0.283636,0.131148,enhanced_detection
0536.JPEG,train,11,right_door,0.807273,0.278689,0.283636,0.131148,enhanced_detection
0536.JPEG,train,15,low,0.807273,0.278689,0.283636,0.131148,enhanced_detection
0536.JPEG,train,0,dent,0.3,0.778689,0.214545,0.398907,enhanced_detection
0536.JPEG,train,6,front_bumper,0.3,0.778689,0.214545,0.398907,enhanced_detection
0536.JPEG,train,16,medium,0.3,0.778689,0.214545,0.398907,enhanced_detection
0536.JPEG,train,0,dent,0.269091,0.060109,0.087273,0.120219,enhanced_detection
0536.JPEG,train,7,rear_bumper,0.269091,0.060109,0.087273,0.120219,enhanced_detection
0536.JPEG,train,15,low,0.269091,0.060109,0.087273,0.120219,enhanced_detection
0536.JPEG,train,0,dent,0.067273,0.803279,0.069091,0.10929,enhanced_detection
0536.JPEG,train,10,left_door,0.067273,0.803279,0.069091,0.10929,enhanced_detection
0536.JPEG,train,15,low,0.067273,0.803279,0.069091,0.10929,enhanced_detection
0539.JPEG,train,0,dent,0.220077,0.935567,0.11583,0.118557,enhanced_detection
0539.JPEG,train,6,front_bumper,0.220077,0.935567,0.11583,0.118557,enhanced_detection
0539.JPEG,train,15,low,0.220077,0.935567,0.11583,0.118557,enhanced_detection
0539.JPEG,train,0,dent,0.092664,0.791237,0.185328,0.252577,enhanced_detection
0539.JPEG,train,10,left_door,0.092664,0.791237,0.185328,0.252577,enhanced_detection
0539.JPEG,train,15,low,0.092664,0.791237,0.185328,0.252577,enhanced_detection
0540.JPEG,train,2,crack,0.772727,0.948087,0.170909,0.092896,enhanced_detection
0540.JPEG,train,6,front_bumper,0.772727,0.948087,0.170909,0.092896,enhanced_detection
0540.JPEG,train,15,low,0.772727,0.948087,0.170909,0.092896,enhanced_detection
0541.JPEG,train,2,crack,0.059846,0.814433,0.119691,0.360825,enhanced_detection
0541.JPEG,train,10,left_door,0.059846,0.814433,0.119691,0.360825,enhanced_detection
0541.JPEG,train,16,medium,0.059846,0.814433,0.119691,0.360825,enhanced_detection
0541.JPEG,train,0,dent,0.048263,0.329897,0.073359,0.092784,enhanced_detection
0541.JPEG,train,10,left_door,0.048263,0.329897,0.073359,0.092784,enhanced_detection
0541.JPEG,train,15,low,0.048263,0.329897,0.073359,0.092784,enhanced_detection
0543.JPEG,train,0,dent,0.418182,0.166667,0.181818,0.169399,enhanced_detection
0543.JPEG,train,12,roof,0.418182,0.166667,0.181818,0.169399,enhanced_detection
0543.JPEG,train,15,low,0.418182,0.166667,0.181818,0.169399,enhanced_detection
0544.JPEG,train,2,crack,0.105705,0.281065,0.057047,0.218935,enhanced_detection
0544.JPEG,train,10,left_door,0.105705,0.281065,0.057047,0.218935,enhanced_detection
0544.JPEG,train,15,low,0.105705,0.281065,0.057047,0.218935,enhanced_detection
0545.JPEG,train,0,dent,0.951737,0.693299,0.088803,0.097938,enhanced_detection
0545.JPEG,train,11,right_door,0.951737,0.693299,0.088803,0.097938,enhanced_detection
0545.JPEG,train,15,low,0.951737,0.693299,0.088803,0.097938,enhanced_detection
0546.JPEG,train,0,dent,0.909266,0.884021,0.173745,0.221649,enhanced_detection
0546.JPEG,train,6,front_bumper,0.909266,0.884021,0.173745,0.221649,enhanced_detection
0546.JPEG,train,16,medium,0.909266,0.884021,0.173745,0.221649,enhanced_detection
0546.JPEG,train,4,paint_damage,0.256757,0.832474,0.119691,0.097938,enhanced_detection
0546.JPEG,train,6,front_bumper,0.256757,0.832474,0.119691,0.097938,enhanced_detection
0546.JPEG,train,15,low,0.256757,0.832474,0.119691,0.097938,enhanced_detection
0546.JPEG,train,2,crack,0.415058,0.896907,0.150579,0.092784,enhanced_detection
0546.JPEG,train,6,front_bumper,0.415058,0.896907,0.150579,0.092784,enhanced_detection
0546.JPEG,train,15,low,0.415058,0.896907,0.150579,0.092784,enhanced_detection
0546.JPEG,train,0,dent,0.509653,0.912371,0.069498,0.103093,enhanced_detection
0546.JPEG,train,6,front_bumper,0.509653,0.912371,0.069498,0.103093,enhanced_detection
0546.JPEG,train,15,low,0.509653,0.912371,0.069498,0.103093,enhanced_detection
0547.JPEG,train,2,crack,0.107692,0.943299,0.215385,0.103093,enhanced_detection
0547.JPEG,train,6,front_bumper,0.107692,0.943299,0.215385,0.103093,enhanced_detection
0547.JPEG,train,15,low,0.107692,0.943299,0.215385,0.103093,enhanced_detection
0547.JPEG,train,2,crack,0.273077,0.082474,0.546154,0.164948,enhanced_detection
0547.JPEG,train,7,rear_bumper,0.273077,0.082474,0.546154,0.164948,enhanced_detection
0547.JPEG,train,16,medium,0.273077,0.082474,0.546154,0.164948,enhanced_detection
0547.JPEG,train,3,broken_part,0.584615,0.878866,0.823077,0.231959,enhanced_detection
0547.JPEG,train,6,front_bumper,0.584615,0.878866,0.823077,0.231959,enhanced_detection
0547.JPEG,train,16,medium,0.584615,0.878866,0.823077,0.231959,enhanced_detection
0549.JPEG,train,2,crack,0.072491,0.18883,0.144981,0.37766,enhanced_detection
0549.JPEG,train,10,left_door,0.072491,0.18883,0.144981,0.37766,enhanced_detection
0549.JPEG,train,16,medium,0.072491,0.18883,0.144981,0.37766,enhanced_detection
0550.JPEG,train,2,crack,0.074349,0.172872,0.148699,0.345745,enhanced_detection
0550.JPEG,train,10,left_door,0.074349,0.172872,0.148699,0.345745,enhanced_detection
0550.JPEG,train,16,medium,0.074349,0.172872,0.148699,0.345745,enhanced_detection
0550.JPEG,train,3,broken_part,0.124535,0.718085,0.249071,0.414894,enhanced_detection
0550.JPEG,train,10,left_door,0.124535,0.718085,0.249071,0.414894,enhanced_detection
0550.JPEG,train,17,high,0.124535,0.718085,0.249071,0.414894,enhanced_detection
0551.JPEG,train,2,crack,0.06,0.931548,0.12,0.125,enhanced_detection
0551.JPEG,train,6,front_bumper,0.06,0.931548,0.12,0.125,enhanced_detection
0551.JPEG,train,16,medium,0.06,0.931548,0.12,0.125,enhanced_detection
0551.JPEG,train,2,crack,0.363333,0.497024,0.726667,0.994048,enhanced_detection
0551.JPEG,train,14,other_location,0.363333,0.497024,0.726667,0.994048,enhanced_detection
0551.JPEG,train,17,high,0.363333,0.497024,0.726667,0.994048,enhanced_detection
0551.JPEG,train,2,crack,0.835,0.208333,0.323333,0.416667,enhanced_detection
0551.JPEG,train,11,right_door,0.835,0.208333,0.323333,0.416667,enhanced_detection
0551.JPEG,train,17,high,0.835,0.208333,0.323333,0.416667,enhanced_detection
0551.JPEG,train,2,crack,0.666667,0.693452,0.66,0.60119,enhanced_detection
0551.JPEG,train,13,side_panel,0.666667,0.693452,0.66,0.60119,enhanced_detection
0551.JPEG,train,17,high,0.666667,0.693452,0.66,0.60119,enhanced_detection
0552.JPEG,train,2,crack,0.497778,0.366667,0.995556,0.724444,enhanced_detection
0552.JPEG,train,14,other_location,0.497778,0.366667,0.995556,0.724444,enhanced_detection
0552.JPEG,train,17,high,0.497778,0.366667,0.995556,0.724444,enhanced_detection
0552.JPEG,train,2,crack,0.908889,0.8,0.173333,0.08,enhanced_detection
0552.JPEG,train,11,right_door,0.908889,0.8,0.173333,0.08,enhanced_detection
0552.JPEG,train,16,medium,0.908889,0.8,0.173333,0.08,enhanced_detection
0552.JPEG,train,2,crack,0.497778,0.713333,0.995556,0.297778,enhanced_detection
0552.JPEG,train,6,front_bumper,0.497778,0.713333,0.995556,0.297778,enhanced_detection
0552.JPEG,train,17,high,0.497778,0.713333,0.995556,0.297778,enhanced_detection
0552.JPEG,train,2,crack,0.328889,0.104444,0.471111,0.208889,enhanced_detection
0552.JPEG,train,7,rear_bumper,0.328889,0.104444,0.471111,0.208889,enhanced_detection
0552.JPEG,train,16,medium,0.328889,0.104444,0.471111,0.208889,enhanced_detection
0552.JPEG,train,4,paint_damage,0.622222,0.868889,0.213333,0.093333,enhanced_detection
0552.JPEG,train,6,front_bumper,0.622222,0.868889,0.213333,0.093333,enhanced_detection
0552.JPEG,train,15,low,0.622222,0.868889,0.213333,0.093333,enhanced_detection
0552.JPEG,train,0,dent,0.857778,0.608889,0.106667,0.106667,enhanced_detection
0552.JPEG,train,11,right_door,0.857778,0.608889,0.106667,0.106667,enhanced_detection
0552.JPEG,train,15,low,0.857778,0.608889,0.106667,0.106667,enhanced_detection
0552.JPEG,train,2,crack,0.631111,0.122222,0.364444,0.093333,enhanced_detection
0552.JPEG,train,7,rear_bumper,0.631111,0.122222,0.364444,0.093333,enhanced_detection
0552.JPEG,train,16,medium,0.631111,0.122222,0.364444,0.093333,enhanced_detection
0556.JPEG,train,4,paint_damage,0.913127,0.902062,0.166023,0.185567,enhanced_detection
0556.JPEG,train,6,front_bumper,0.913127,0.902062,0.166023,0.185567,enhanced_detection
0556.JPEG,train,16,medium,0.913127,0.902062,0.166023,0.185567,enhanced_detection
0556.JPEG,train,2,crack,0.88417,0.103093,0.061776,0.082474,enhanced_detection
0556.JPEG,train,7,rear_bumper,0.88417,0.103093,0.061776,0.082474,enhanced_detection
0556.JPEG,train,16,medium,0.88417,0.103093,0.061776,0.082474,enhanced_detection
0556.JPEG,train,4,paint_damage,0.689189,0.716495,0.104247,0.154639,enhanced_detection
0556.JPEG,train,13,side_panel,0.689189,0.716495,0.104247,0.154639,enhanced_detection
0556.JPEG,train,15,low,0.689189,0.716495,0.104247,0.154639,enhanced_detection
0556.JPEG,train,0,dent,0.741313,0.768041,0.07722,0.103093,enhanced_detection
0556.JPEG,train,6,front_bumper,0.741313,0.768041,0.07722,0.103093,enhanced_detection
0556.JPEG,train,15,low,0.741313,0.768041,0.07722,0.103093,enhanced_detection
0556.JPEG,train,0,dent,0.063707,0.554124,0.127413,0.139175,enhanced_detection
0556.JPEG,train,10,left_door,0.063707,0.554124,0.127413,0.139175,enhanced_detection
0556.JPEG,train,16,medium,0.063707,0.554124,0.127413,0.139175,enhanced_detection
0557.JPEG,train,0,dent,0.353282,0.786082,0.057915,0.07732,enhanced_detection
0557.JPEG,train,6,front_bumper,0.353282,0.786082,0.057915,0.07732,enhanced_detection
0557.JPEG,train,15,low,0.353282,0.786082,0.057915,0.07732,enhanced_detection
0562.JPEG,train,2,crack,0.789575,0.365979,0.073359,0.113402,enhanced_detection
0562.JPEG,train,11,right_door,0.789575,0.365979,0.073359,0.113402,enhanced_detection
0562.JPEG,train,15,low,0.789575,0.365979,0.073359,0.113402,enhanced_detection
0562.JPEG,train,2,crack,0.079151,0.53866,0.158301,0.149485,enhanced_detection
0562.JPEG,train,10,left_door,0.079151,0.53866,0.158301,0.149485,enhanced_detection
0562.JPEG,train,16,medium,0.079151,0.53866,0.158301,0.149485,enhanced_detection
0562.JPEG,train,0,dent,0.525097,0.914948,0.100386,0.108247,enhanced_detection
0562.JPEG,train,6,front_bumper,0.525097,0.914948,0.100386,0.108247,enhanced_detection
0562.JPEG,train,15,low,0.525097,0.914948,0.100386,0.108247,enhanced_detection
0563.JPEG,train,2,crack,0.80695,0.85567,0.138996,0.123711,enhanced_detection
0563.JPEG,train,6,front_bumper,0.80695,0.85567,0.138996,0.123711,enhanced_detection
0563.JPEG,train,16,medium,0.80695,0.85567,0.138996,0.123711,enhanced_detection
0563.JPEG,train,4,paint_damage,0.667954,0.85567,0.169884,0.082474,enhanced_detection
0563.JPEG,train,6,front_bumper,0.667954,0.85567,0.169884,0.082474,enhanced_detection
0563.JPEG,train,15,low,0.667954,0.85567,0.169884,0.082474,enhanced_detection
0565.JPEG,train,2,crack,0.498069,0.353093,0.996139,0.706186,enhanced_detection
0565.JPEG,train,14,other_location,0.498069,0.353093,0.996139,0.706186,enhanced_detection
0565.JPEG,train,17,high,0.498069,0.353093,0.996139,0.706186,enhanced_detection
0565.JPEG,train,3,broken_part,0.650579,0.951031,0.220077,0.087629,enhanced_detection
0565.JPEG,train,6,front_bumper,0.650579,0.951031,0.220077,0.087629,enhanced_detection
0565.JPEG,train,15,low,0.650579,0.951031,0.220077,0.087629,enhanced_detection
0565.JPEG,train,2,crack,0.264479,0.747423,0.528958,0.494845,enhanced_detection
0565.JPEG,train,6,front_bumper,0.264479,0.747423,0.528958,0.494845,enhanced_detection
0565.JPEG,train,17,high,0.264479,0.747423,0.528958,0.494845,enhanced_detection
0565.JPEG,train,2,crack,0.702703,0.832474,0.131274,0.07732,enhanced_detection
0565.JPEG,train,6,front_bumper,0.702703,0.832474,0.131274,0.07732,enhanced_detection
0565.JPEG,train,16,medium,0.702703,0.832474,0.131274,0.07732,enhanced_detection
0565.JPEG,train,2,crack,0.530888,0.618557,0.173745,0.103093,enhanced_detection
0565.JPEG,train,13,side_panel,0.530888,0.618557,0.173745,0.103093,enhanced_detection
0565.JPEG,train,15,low,0.530888,0.618557,0.173745,0.103093,enhanced_detection
0566.JPEG,train,2,crack,0.656364,0.431694,0.68,0.863388,enhanced_detection
0566.JPEG,train,14,other_location,0.656364,0.431694,0.68,0.863388,enhanced_detection
0566.JPEG,train,17,high,0.656364,0.431694,0.68,0.863388,enhanced_detection
0567.JPEG,train,0,dent,0.046332,0.152062,0.092664,0.21134,enhanced_detection
0567.JPEG,train,10,left_door,0.046332,0.152062,0.092664,0.21134,enhanced_detection
0567.JPEG,train,15,low,0.046332,0.152062,0.092664,0.21134,enhanced_detection
0567.JPEG,train,0,dent,0.194981,0.090206,0.250965,0.180412,enhanced_detection
0567.JPEG,train,7,rear_bumper,0.194981,0.090206,0.250965,0.180412,enhanced_detection
0567.JPEG,train,16,medium,0.194981,0.090206,0.250965,0.180412,enhanced_detection
0568.JPEG,train,0,dent,0.071429,0.917526,0.073359,0.154639,enhanced_detection
0568.JPEG,train,6,front_bumper,0.071429,0.917526,0.073359,0.154639,enhanced_detection
0568.JPEG,train,15,low,0.071429,0.917526,0.073359,0.154639,enhanced_detection
0568.JPEG,train,0,dent,0.03668,0.798969,0.065637,0.082474,enhanced_detection
0568.JPEG,train,10,left_door,0.03668,0.798969,0.065637,0.082474,enhanced_detection
0568.JPEG,train,15,low,0.03668,0.798969,0.065637,0.082474,enhanced_detection
0570.JPEG,train,2,crack,0.35,0.883333,0.7,0.222222,enhanced_detection
0570.JPEG,train,6,front_bumper,0.35,0.883333,0.7,0.222222,enhanced_detection
0570.JPEG,train,17,high,0.35,0.883333,0.7,0.222222,enhanced_detection
0572.JPEG,train,0,dent,0.32,0.059524,0.106667,0.119048,enhanced_detection
0572.JPEG,train,7,rear_bumper,0.32,0.059524,0.106667,0.119048,enhanced_detection
0572.JPEG,train,15,low,0.32,0.059524,0.106667,0.119048,enhanced_detection
0572.JPEG,train,3,broken_part,0.815,0.66369,0.363333,0.660714,enhanced_detection
0572.JPEG,train,11,right_door,0.815,0.66369,0.363333,0.660714,enhanced_detection
0572.JPEG,train,16,medium,0.815,0.66369,0.363333,0.660714,enhanced_detection
0572.JPEG,train,2,crack,0.071667,0.616071,0.143333,0.089286,enhanced_detection
0572.JPEG,train,10,left_door,0.071667,0.616071,0.143333,0.089286,enhanced_detection
0572.JPEG,train,15,low,0.071667,0.616071,0.143333,0.089286,enhanced_detection
0573.JPEG,train,0,dent,0.580729,0.313688,0.192708,0.064639,enhanced_detection
0573.JPEG,train,8,hood,0.580729,0.313688,0.192708,0.064639,enhanced_detection
0573.JPEG,train,15,low,0.580729,0.313688,0.192708,0.064639,enhanced_detection
0576.JPEG,train,2,crack,0.079151,0.858974,0.158301,0.271795,enhanced_detection
0576.JPEG,train,10,left_door,0.079151,0.858974,0.158301,0.271795,enhanced_detection
0576.JPEG,train,16,medium,0.079151,0.858974,0.158301,0.271795,enhanced_detection
0577.JPEG,train,0,dent,0.793436,0.951031,0.127413,0.087629,enhanced_detection
0577.JPEG,train,6,front_bumper,0.793436,0.951031,0.127413,0.087629,enhanced_detection
0577.JPEG,train,15,low,0.793436,0.951031,0.127413,0.087629,enhanced_detection
0577.JPEG,train,0,dent,0.667954,0.938144,0.108108,0.113402,enhanced_detection
0577.JPEG,train,6,front_bumper,0.667954,0.938144,0.108108,0.113402,enhanced_detection
0577.JPEG,train,15,low,0.667954,0.938144,0.108108,0.113402,enhanced_detection
0577.JPEG,train,3,broken_part,0.318533,0.775773,0.637066,0.438144,enhanced_detection
0577.JPEG,train,6,front_bumper,0.318533,0.775773,0.637066,0.438144,enhanced_detection
0577.JPEG,train,17,high,0.318533,0.775773,0.637066,0.438144,enhanced_detection
0577.JPEG,train,0,dent,0.044402,0.520619,0.088803,0.103093,enhanced_detection
0577.JPEG,train,10,left_door,0.044402,0.520619,0.088803,0.103093,enhanced_detection
0577.JPEG,train,15,low,0.044402,0.520619,0.088803,0.103093,enhanced_detection
0577.JPEG,train,0,dent,0.030888,0.412371,0.061776,0.103093,enhanced_detection
0577.JPEG,train,10,left_door,0.030888,0.412371,0.061776,0.103093,enhanced_detection
0577.JPEG,train,15,low,0.030888,0.412371,0.061776,0.103093,enhanced_detection
0577.JPEG,train,0,dent,0.517375,0.737113,0.069498,0.092784,enhanced_detection
0577.JPEG,train,6,front_bumper,0.517375,0.737113,0.069498,0.092784,enhanced_detection
0577.JPEG,train,15,low,0.517375,0.737113,0.069498,0.092784,enhanced_detection
0578.JPEG,train,2,crack,0.498069,0.889175,0.996139,0.21134,enhanced_detection
0578.JPEG,train,6,front_bumper,0.498069,0.889175,0.996139,0.21134,enhanced_detection
0578.JPEG,train,17,high,0.498069,0.889175,0.996139,0.21134,enhanced_detection
0579.JPEG,train,0,dent,0.852727,0.161202,0.287273,0.322404,enhanced_detection
0579.JPEG,train,7,rear_bumper,0.852727,0.161202,0.287273,0.322404,enhanced_detection
0579.JPEG,train,16,medium,0.852727,0.161202,0.287273,0.322404,enhanced_detection
0579.JPEG,train,2,crack,0.498182,0.691257,0.996364,0.606557,enhanced_detection
0579.JPEG,train,14,other_location,0.498182,0.691257,0.996364,0.606557,enhanced_detection
0579.JPEG,train,16,medium,0.498182,0.691257,0.996364,0.606557,enhanced_detection
0579.JPEG,train,2,crack,0.141818,0.210383,0.196364,0.103825,enhanced_detection
0579.JPEG,train,10,left_door,0.141818,0.210383,0.196364,0.103825,enhanced_detection
0579.JPEG,train,16,medium,0.141818,0.210383,0.196364,0.103825,enhanced_detection
0579.JPEG,train,0,dent,0.941818,0.576503,0.109091,0.114754,enhanced_detection
0579.JPEG,train,11,right_door,0.941818,0.576503,0.109091,0.114754,enhanced_detection
0579.JPEG,train,15,low,0.941818,0.576503,0.109091,0.114754,enhanced_detection
0582.JPEG,train,2,crack,0.069498,0.474227,0.092664,0.14433,enhanced_detection
0582.JPEG,train,10,left_door,0.069498,0.474227,0.092664,0.14433,enhanced_detection
0582.JPEG,train,16,medium,0.069498,0.474227,0.092664,0.14433,enhanced_detection
0582.JPEG,train,3,broken_part,0.069498,0.631443,0.138996,0.108247,enhanced_detection
0582.JPEG,train,10,left_door,0.069498,0.631443,0.138996,0.108247,enhanced_detection
0582.JPEG,train,16,medium,0.069498,0.631443,0.138996,0.108247,enhanced_detection
0583.JPEG,train,3,broken_part,0.079151,0.829897,0.158301,0.329897,enhanced_detection
0583.JPEG,train,10,left_door,0.079151,0.829897,0.158301,0.329897,enhanced_detection
0583.JPEG,train,16,medium,0.079151,0.829897,0.158301,0.329897,enhanced_detection
0583.JPEG,train,0,dent,0.059846,0.53866,0.088803,0.07732,enhanced_detection
0583.JPEG,train,10,left_door,0.059846,0.53866,0.088803,0.07732,enhanced_detection
0583.JPEG,train,15,low,0.059846,0.53866,0.088803,0.07732,enhanced_detection
0585.JPEG,train,3,broken_part,0.735849,0.889474,0.45283,0.210526,enhanced_detection
0585.JPEG,train,6,front_bumper,0.735849,0.889474,0.45283,0.210526,enhanced_detection
0585.JPEG,train,16,medium,0.735849,0.889474,0.45283,0.210526,enhanced_detection
0585.JPEG,train,0,dent,0.939623,0.913158,0.083019,0.163158,enhanced_detection
0585.JPEG,train,6,front_bumper,0.939623,0.913158,0.083019,0.163158,enhanced_detection
0585.JPEG,train,15,low,0.939623,0.913158,0.083019,0.163158,enhanced_detection
0585.JPEG,train,3,broken_part,0.233962,0.786842,0.467925,0.415789,enhanced_detection
0585.JPEG,train,6,front_bumper,0.233962,0.786842,0.467925,0.415789,enhanced_detection
0585.JPEG,train,16,medium,0.233962,0.786842,0.467925,0.415789,enhanced_detection
0586.JPEG,train,0,dent,0.044014,0.951977,0.088028,0.084746,enhanced_detection
0586.JPEG,train,13,side_panel,0.044014,0.951977,0.088028,0.084746,enhanced_detection
0586.JPEG,train,15,low,0.044014,0.951977,0.088028,0.084746,enhanced_detection
0586.JPEG,train,2,crack,0.536972,0.629944,0.919014,0.728814,enhanced_detection
