image_name,split,damage_type,damage_location,severity,bounding_box,confidence,flag
0897.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4553,manual_review
0898.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5019,manual_review
0899.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4855,manual_review
0900.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.564,manual_review
0901.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4564,manual_review
0902.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4795,manual_review
0903.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5582,manual_review
0904.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4517,manual_review
0905.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5305,manual_review
0906.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.503,manual_review
0907.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5721,manual_review
0908.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4372,manual_review
0909.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5513,manual_review
0910.JPEG,train,scratch,side_panel,high,"[0, 0, 275, 183]",0.786,auto_labeled
0911.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.507,manual_review
0912.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4401,manual_review
0913.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 194]",0.7403,auto_labeled
0913.JPEG,train,paint_damage,side_panel,low,"[108, 122, 18, 38]",0.5007,auto_labeled
0914.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4796,manual_review
0915.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 275, 183]",0.6102,auto_labeled
0916.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5082,manual_review
0917.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5214,manual_review
0918.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4306,manual_review
0919.JPEG,train,paint_damage,side_panel,high,"[0, 0, 284, 177]",0.7532,auto_labeled
0920.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4641,manual_review
0001.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0002.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0003.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0004.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0005.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0006.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0007.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0008.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0009.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0010.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0011.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0012.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0013.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0014.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0015.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0016.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0017.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0018.jpg,train,none,none,none,none,1.0,whole_confirmed
0019.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0020.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0021.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0022.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0023.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0024.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0025.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0026.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0027.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0028.jpg,train,none,none,none,none,1.0,whole_confirmed
0029.jpg,train,none,none,none,none,1.0,whole_confirmed
0030.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0031.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0032.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0033.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0034.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0035.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0036.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0037.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0038.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0039.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0040.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0041.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0042.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0043.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0044.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0045.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0046.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0047.jpg,train,none,none,none,none,1.0,whole_confirmed
0048.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0049.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0050.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0051.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0052.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0053.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0054.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0055.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0056.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0057.jpg,train,none,none,none,none,1.0,whole_confirmed
0058.jpg,train,none,none,none,none,1.0,whole_confirmed
0059.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0060.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0061.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0062.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0063.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0064.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0065.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0066.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0067.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0068.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0069.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0070.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0071.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0072.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0073.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0074.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0075.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0076.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0077.jpg,train,none,none,none,none,1.0,whole_confirmed
0078.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0079.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0080.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0081.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0082.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0083.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0084.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0085.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0086.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0087.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0088.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0089.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0090.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0091.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0092.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0093.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0094.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0095.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0096.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0097.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0098.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0099.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0100.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0101.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0102.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0103.jpg,train,none,none,none,none,1.0,whole_confirmed
0104.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0105.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0106.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0107.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0108.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0109.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0110.jpg,train,none,none,none,none,1.0,whole_confirmed
0111.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0112.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0113.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0114.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0115.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0116.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0117.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0118.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0119.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0120.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0121.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0122.jpg,train,none,none,none,none,1.0,whole_confirmed
0123.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0124.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0125.jpg,train,none,none,none,none,1.0,whole_confirmed
0126.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0127.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0128.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0129.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0130.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0131.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0132.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0133.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0134.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0135.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0136.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0137.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0138.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0139.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0140.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0141.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0142.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0143.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0144.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0145.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0146.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0147.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0148.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0149.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0150.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0151.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0152.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0153.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0154.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0155.jpg,train,none,none,none,none,1.0,whole_confirmed
0156.jpg,train,none,none,none,none,1.0,whole_confirmed
0157.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0158.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0159.jpg,train,none,none,none,none,1.0,whole_confirmed
0160.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0161.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0162.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0163.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0164.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0165.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0166.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0167.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0168.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0169.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0170.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0171.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0172.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0173.jpg,train,none,none,none,none,1.0,whole_confirmed
0174.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0175.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0176.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0177.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0178.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0179.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0180.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0181.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0182.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0183.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0184.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0185.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0186.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0187.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0188.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0189.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0190.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0191.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0192.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0193.jpg,train,none,none,none,none,1.0,whole_confirmed
0194.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0195.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0196.jpg,train,none,none,none,none,1.0,whole_confirmed
0197.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0198.jpg,train,none,none,none,none,1.0,whole_confirmed
0199.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0200.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0201.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0202.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0203.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0204.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0205.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0206.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0207.jpg,train,none,none,none,none,1.0,whole_confirmed
0208.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0209.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0210.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0211.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0212.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0213.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0214.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0215.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0216.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0217.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0218.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0219.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0220.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0221.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0222.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0223.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0224.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0225.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0226.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0227.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0228.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0229.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0230.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0231.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0232.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0233.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0234.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0235.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0236.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0237.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0238.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0239.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0240.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0241.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0242.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0243.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0244.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0245.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0246.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0247.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0248.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0249.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0250.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0251.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0252.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0253.jpg,train,none,none,none,none,1.0,whole_confirmed
0254.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0255.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0256.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0257.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0258.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0259.jpg,train,none,none,none,none,1.0,whole_confirmed
0260.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0261.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0262.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0263.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0264.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0265.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0266.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0267.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0268.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0269.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0270.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0271.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0272.jpg,train,none,none,none,none,1.0,whole_confirmed
0273.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0274.jpg,train,none,none,none,none,1.0,whole_confirmed
0275.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0276.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0277.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0278.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0279.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0280.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0281.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0282.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0283.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0284.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0285.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0286.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0287.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0288.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0289.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0290.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0291.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0292.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0293.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0294.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0295.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0296.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0297.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0298.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0299.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0300.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0301.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0302.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0303.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0304.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0305.jpg,train,none,none,none,none,1.0,whole_confirmed
0306.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0307.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0308.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0309.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0310.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0311.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0312.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0313.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0314.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0315.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0316.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0317.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0318.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0319.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0320.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0321.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0322.jpg,train,none,none,none,none,1.0,whole_confirmed
0323.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0324.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0325.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0326.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0327.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0328.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0329.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0330.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0331.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0332.jpg,train,none,none,none,none,1.0,whole_confirmed
0333.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0334.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0335.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0336.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0337.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0338.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0339.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0340.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0341.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0342.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0343.jpg,train,none,none,none,none,1.0,whole_confirmed
0344.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0345.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0346.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0347.jpg,train,whole_potential_damage,unknown,unknown,none,0.3,review_whole
0348.jpg,train,none,none,none,none,1.0,whole_confirmed
